5426,2013-07-28 00:00:00.0
6376,2013-07-28 00:00:00.0
8208,2013-07-29 00:00:00.0
1903,2013-07-30 00:00:00.0
3971,2013-07-31 00:00:00.0
11947,2013-07-31 00:00:00.0
12360,2013-07-31 00:00:00.0
3471,2013-08-01 00:00:00.0
8567,2013-08-01 00:00:00.0
1879,2013-08-01 00:00:00.0
4395,2013-08-02 00:00:00.0
10784,2013-08-02 00:00:00.0
6957,2013-08-03 00:00:00.0
10902,2013-08-05 00:00:00.0
11401,2013-08-05 00:00:00.0
7932,2013-08-05 00:00:00.0
385,2013-08-05 00:00:00.0
10100,2013-08-07 00:00:00.0
4308,2013-08-07 00:00:00.0
1314,2013-08-08 00:00:00.0
2260,2013-08-08 00:00:00.0
10632,2013-08-10 00:00:00.0
1542,2013-08-10 00:00:00.0
6584,2013-08-11 00:00:00.0
5926,2013-08-12 00:00:00.0
7798,2013-08-14 00:00:00.0
9688,2013-08-15 00:00:00.0
11537,2013-08-15 00:00:00.0
12431,2013-08-16 00:00:00.0
294,2013-08-17 00:00:00.0
5327,2013-08-17 00:00:00.0
2205,2013-08-17 00:00:00.0
10234,2013-08-17 00:00:00.0
4965,2013-08-18 00:00:00.0
7268,2013-08-20 00:00:00.0
6201,2013-08-20 00:00:00.0
10761,2013-08-21 00:00:00.0
3061,2013-08-21 00:00:00.0
2961,2013-08-22 00:00:00.0
2433,2013-08-22 00:00:00.0
12287,2013-08-23 00:00:00.0
10010,2013-08-23 00:00:00.0
9586,2013-08-23 00:00:00.0
1108,2013-08-27 00:00:00.0
3997,2013-08-28 00:00:00.0
4479,2013-08-29 00:00:00.0
3977,2013-08-29 00:00:00.0
9746,2013-08-30 00:00:00.0
12056,2013-08-30 00:00:00.0
4727,2013-08-31 00:00:00.0
2229,2013-09-03 00:00:00.0
1007,2013-09-05 00:00:00.0
221,2013-09-05 00:00:00.0
2961,2013-09-07 00:00:00.0
8187,2013-09-09 00:00:00.0
6892,2013-09-09 00:00:00.0
5126,2013-09-10 00:00:00.0
6004,2013-09-11 00:00:00.0
3618,2013-09-12 00:00:00.0
11783,2013-09-12 00:00:00.0
3553,2013-09-14 00:00:00.0
5548,2013-09-20 00:00:00.0
2009,2013-09-22 00:00:00.0
653,2013-09-22 00:00:00.0
5416,2013-09-22 00:00:00.0
4397,2013-09-24 00:00:00.0
8352,2013-09-24 00:00:00.0
2567,2013-09-24 00:00:00.0
1889,2013-09-25 00:00:00.0
5754,2013-09-26 00:00:00.0
5104,2013-09-26 00:00:00.0
6237,2013-09-28 00:00:00.0
5043,2013-09-28 00:00:00.0
11822,2013-09-30 00:00:00.0
9441,2013-09-30 00:00:00.0
9371,2013-10-02 00:00:00.0
6017,2013-10-02 00:00:00.0
6732,2013-10-04 00:00:00.0
12045,2013-10-04 00:00:00.0
8188,2013-10-04 00:00:00.0
1804,2013-10-05 00:00:00.0
6688,2013-10-05 00:00:00.0
9758,2013-10-06 00:00:00.0
4918,2013-10-08 00:00:00.0
7794,2013-10-08 00:00:00.0
8015,2013-10-09 00:00:00.0
11390,2013-10-12 00:00:00.0
3934,2013-10-13 00:00:00.0
9241,2013-10-13 00:00:00.0
4364,2013-10-19 00:00:00.0
5544,2013-10-19 00:00:00.0
4566,2013-10-19 00:00:00.0
1715,2013-10-20 00:00:00.0
11915,2013-10-20 00:00:00.0
2838,2013-10-23 00:00:00.0
10292,2013-10-24 00:00:00.0
3685,2013-10-26 00:00:00.0
11721,2013-10-27 00:00:00.0
5064,2013-10-28 00:00:00.0
8683,2013-10-28 00:00:00.0
6878,2013-10-29 00:00:00.0
4376,2013-10-29 00:00:00.0
2573,2013-10-31 00:00:00.0
10949,2013-11-01 00:00:00.0
5968,2013-11-02 00:00:00.0
1617,2013-11-03 00:00:00.0
1083,2013-11-03 00:00:00.0
8732,2013-11-04 00:00:00.0
8670,2013-11-04 00:00:00.0
217,2013-11-04 00:00:00.0
2567,2013-11-05 00:00:00.0
1268,2013-11-05 00:00:00.0
1442,2013-11-05 00:00:00.0
6747,2013-11-05 00:00:00.0
6896,2013-11-05 00:00:00.0
3782,2013-11-06 00:00:00.0
1638,2013-11-06 00:00:00.0
666,2013-11-06 00:00:00.0
979,2013-11-06 00:00:00.0
8405,2013-11-07 00:00:00.0
497,2013-11-07 00:00:00.0
7411,2013-11-08 00:00:00.0
1863,2013-11-08 00:00:00.0
3621,2013-11-08 00:00:00.0
4121,2013-11-09 00:00:00.0
5707,2013-11-10 00:00:00.0
3658,2013-11-13 00:00:00.0
1038,2013-11-15 00:00:00.0
949,2013-11-15 00:00:00.0
2107,2013-11-17 00:00:00.0
7868,2013-11-17 00:00:00.0
512,2013-11-19 00:00:00.0
11100,2013-11-19 00:00:00.0
8374,2013-11-22 00:00:00.0
5870,2013-11-23 00:00:00.0
2025,2013-11-23 00:00:00.0
5377,2013-11-23 00:00:00.0
3679,2013-11-25 00:00:00.0
6306,2013-11-25 00:00:00.0
6368,2013-11-26 00:00:00.0
12176,2013-11-28 00:00:00.0
117,2013-11-28 00:00:00.0
1266,2013-11-28 00:00:00.0
8526,2013-11-29 00:00:00.0
9734,2013-12-01 00:00:00.0
9914,2013-12-01 00:00:00.0
3163,2013-12-01 00:00:00.0
12133,2013-12-02 00:00:00.0
9993,2013-12-03 00:00:00.0
927,2013-12-04 00:00:00.0
10678,2013-12-05 00:00:00.0
3961,2013-12-05 00:00:00.0
753,2013-12-05 00:00:00.0
831,2013-12-05 00:00:00.0
4014,2013-12-06 00:00:00.0
2878,2013-12-07 00:00:00.0
7071,2013-12-10 00:00:00.0
7657,2013-12-11 00:00:00.0
2235,2013-12-12 00:00:00.0
10738,2013-12-17 00:00:00.0
5840,2013-12-17 00:00:00.0
9967,2013-12-17 00:00:00.0
8806,2013-12-18 00:00:00.0
6756,2013-12-18 00:00:00.0
7982,2013-12-20 00:00:00.0
1823,2013-12-20 00:00:00.0
8526,2013-12-21 00:00:00.0
4841,2013-12-23 00:00:00.0
8005,2013-12-24 00:00:00.0
92,2013-12-26 00:00:00.0
1711,2013-12-26 00:00:00.0
4015,2013-12-27 00:00:00.0
10922,2013-12-28 00:00:00.0
7589,2013-12-30 00:00:00.0
3057,2013-12-31 00:00:00.0
10534,2013-12-31 00:00:00.0
7021,2013-12-31 00:00:00.0
3537,2014-01-01 00:00:00.0
