527,5426
552,1445
738,10042
753,5094
1169,3971
1190,12360
1849,3757
2012,5165
2090,7825
2144,7932
2264,5388
2271,7603
2288,5401
2334,9674
2433,1450
2559,4308
2784,8880
2921,2803
3475,7798
3673,6287
3687,9688
3970,294
3991,4414
4040,10234
4223,3284
4354,7268
4477,10761
4529,3061
4608,3736
4729,1514
4879,9862
4888,506
5451,1108
5524,3604
5533,5315
5613,7052
5646,3997
5731,2689
5761,8321
5787,9813
6067,11274
6180,8688
6274,1921
7035,8035
7067,2961
7141,9419
7398,8187
7471,709
7643,10484
7682,10638
7692,11740
7901,3618
7943,3440
8091,4134
8199,3553
8349,8312
8437,8183
8707,9721
9079,2642
9327,9283
9688,7237
9720,6953
9778,5122
9838,4181
10135,3406
10140,3326
10219,4854
10262,5754
10553,177
10570,4465
11256,35
11286,7867
11312,6805
11680,8188
11902,9758
12061,1283
12330,7794
12571,10660
12909,11390
13454,1004
13799,3033
13929,8508
14389,1550
14403,2838
14554,172
15320,8892
15388,4571
15559,6431
15656,10949
15826,4149
16277,8205
16363,6747
16478,4780
16548,6896
16561,3782
16590,11431
16641,666
16807,7157
17068,7411
17090,3621
17094,4319
17310,6612
17423,9188
17833,5140
18097,5391
18588,7868
19005,7139
19047,11606
19245,1795
19291,8374
20358,12176
20429,1266
20663,8526
20854,1192
20860,2913
20958,2462
20978,8639
21073,3163
21089,2204
21371,11719
21482,2111
21519,927
21547,3961
21726,831
22288,6016
22333,5838
22442,4263
22834,6898
22875,2235
23430,400
23475,8806
23743,9680
23744,2940
24073,5770
24077,4265
24142,9063
24418,5958
24608,12213
24627,2681
24692,6717
24780,11526
24846,92
25109,4015
25234,10922
25698,3286
25751,3057
25912,3537
26105,7790
26200,6283
26547,10805
26653,10104
26891,6279
26915,4416
27051,700
27430,8764
27706,1385
27951,7349
27999,4428
28100,4711
28356,7439
28570,3754
28748,5994
28752,8622
29196,2549
29216,2220
29497,5655
29578,193
30274,9273
30737,6249
30961,4423
31207,7722
31749,356
31767,8284
31842,7002
32065,5950
32324,4542
32340,4283
32473,6420
32604,2859
33448,12306
33487,11677
33502,3586
33603,552
33781,5090
33813,5515
34017,5274
34262,12169
34332,8358
34454,2020
34546,53
34650,3001
34799,4439
34855,6736
35015,5510
35076,2752
35245,1088
35282,8051
35402,483
35462,1805
35521,9277
35651,9294
35896,8724
35898,10679
36446,5509
36500,10815
36524,8808
36717,6248
37067,10168
37397,9802
37457,7109
37800,1025
37958,7783
38675,12318
38914,1464
39153,5134
39582,3142
39585,8217
39649,8432
39861,2911
39931,11612
40420,7453
40534,10130
40557,1060
40695,10905
40776,7200
40787,353
41015,12384
41083,12186
41142,5023
41191,6878
41287,9581
41466,2400
41497,5143
42018,6002
42074,9492
42177,6006
42312,1674
42331,6246
42338,4023
42375,2914
42581,6044
42835,9988
43139,12007
43582,8664
43599,5474
43945,12288
44145,3493
44194,8553
44396,5141
44781,2532
44971,8613
45055,9608
45282,6897
45334,6641
46023,11378
46079,4205
46211,1749
46359,2591
46417,11509
46709,9533
46864,3066
46889,2896
47389,3547
47497,8008
47513,11868
47955,6184
47979,1627
48023,6359
48062,3044
48101,9202
48552,4585
48748,375
49229,910
49230,2334
49243,273
49578,10802
49625,10662
49990,2998
50109,9451
50311,3165
50356,1870
51177,9763
51283,4122
51358,7975
51733,4078
52165,2853
52241,7232
52361,11376
52525,2922
52622,1725
53086,7434
53581,2790
53677,1351
53983,11572
54014,3666
54088,3921
54125,9242
54150,1720
54536,1898
54558,2879
54778,10055
54851,2012
54875,783
54900,10869
55012,2157
55160,9763
55290,7633
55536,772
55656,2815
55675,4814
56210,6825
56390,9161
56938,5728
57422,4757
57433,1417
57568,2194
57892,8660
58238,260
58408,1819
58414,8865
58585,1379
58780,7741
58966,5175
59110,8425
59112,7316
59215,1506
59290,1079
59360,4912
59621,10906
59713,9998
59881,2299
59914,8715
60235,7835
60527,4455
60759,8257
61101,10094
61435,956
61629,12435
61872,6261
62148,3466
62175,9062
62610,9527
62618,10688
62786,4909
62858,9374
63264,6386
63409,10432
63528,11378
63631,8179
63745,8088
64079,3032
64154,4335
64240,6547
64517,10595
64607,1164
64686,4759
65326,11731
65436,5343
65597,7388
65646,2701
65672,4921
66592,3529
66793,5308
66926,4462
66967,11154
67115,8822
67215,10353
67248,3674
67334,898
67390,6958
67556,11199
67969,6904
68231,1668
68426,11361
68467,5214
68816,8769
