68884,"","",COMPLETE
67863,2013-11-30 00:00:00.0,2,COMPLETE
46399,2014-05-09 00:00:00.0,3,PROCESSING
17253,2013-11-09 00:00:00.0,4,PENDING_PAYMENT
13705,2013-10-18 00:00:00.0,5,COMPLETE
45832,2014-05-05 00:00:00.0,5,PENDING_PAYMENT
7485,2013-09-09 00:00:00.0,6,PROCESSING
26052,2014-01-02 00:00:00.0,7,PENDING_PAYMENT
28539,2014-01-17 00:00:00.0,7,PENDING_PAYMENT
35559,2014-03-01 00:00:00.0,7,PROCESSING
39456,2014-03-26 00:00:00.0,7,PROCESSING
62132,2014-01-09 00:00:00.0,7,ON_HOLD
22297,2013-12-08 00:00:00.0,8,COMPLETE
65018,2014-04-27 00:00:00.0,8,PENDING_PAYMENT
12828,2013-10-12 00:00:00.0,9,COMPLETE
54350,2014-07-03 00:00:00.0,9,CLOSED
64753,2014-04-17 00:00:00.0,9,PENDING_PAYMENT
67610,2013-09-12 00:00:00.0,9,PENDING_PAYMENT
45239,2014-05-01 00:00:00.0,10,COMPLETE
42837,2014-04-16 00:00:00.0,11,PENDING_PAYMENT
51781,2014-06-14 00:00:00.0,11,COMPLETE
36246,2014-03-04 00:00:00.0,12,PENDING_PAYMENT
45831,2014-05-05 00:00:00.0,12,PENDING_PAYMENT
10524,2013-09-27 00:00:00.0,13,ON_HOLD
22725,2013-12-11 00:00:00.0,13,COMPLETE
63963,2014-03-18 00:00:00.0,13,ON_HOLD
21077,2013-12-01 00:00:00.0,14,CLOSED
58343,2013-08-17 00:00:00.0,14,PROCESSING
19211,2013-11-21 00:00:00.0,16,PENDING_PAYMENT
789,2013-07-29 00:00:00.0,17,COMPLETE
49411,2014-05-29 00:00:00.0,18,COMPLETE
21533,2013-12-04 00:00:00.0,20,PENDING_PAYMENT
57269,2014-07-21 00:00:00.0,20,PROCESSING
1995,2013-08-04 00:00:00.0,22,CLOSED
50663,2014-06-07 00:00:00.0,22,PENDING_PAYMENT
23432,2013-12-17 00:00:00.0,23,PROCESSING
32638,2014-02-11 00:00:00.0,23,PENDING_PAYMENT
33441,2014-02-16 00:00:00.0,23,PENDING_PAYMENT
39809,2014-03-28 00:00:00.0,24,PROCESSING
26441,2014-01-05 00:00:00.0,26,COMPLETE
30480,2014-01-30 00:00:00.0,26,PENDING
64185,2014-03-28 00:00:00.0,26,PENDING
29199,2014-01-21 00:00:00.0,27,COMPLETE
52772,2014-06-21 00:00:00.0,27,SUSPECTED_FRAUD
30686,2014-01-31 00:00:00.0,28,CLOSED
41673,2014-04-08 00:00:00.0,28,COMPLETE
41081,2014-04-03 00:00:00.0,31,PENDING_PAYMENT
243,2013-07-26 00:00:00.0,32,ON_HOLD
1712,2013-08-02 00:00:00.0,33,COMPLETE
13988,2013-10-20 00:00:00.0,34,COMPLETE
68096,2014-02-03 00:00:00.0,34,PENDING
11256,2013-10-02 00:00:00.0,35,CANCELED
1896,2013-08-04 00:00:00.0,37,CLOSED
65103,2014-05-01 00:00:00.0,37,CLOSED
27562,2014-01-11 00:00:00.0,38,CLOSED
27812,2014-01-13 00:00:00.0,38,CLOSED
58440,2013-08-21 00:00:00.0,40,PENDING_PAYMENT
60449,2013-11-07 00:00:00.0,40,PROCESSING
3919,2013-08-17 00:00:00.0,41,PENDING_PAYMENT
47303,2014-05-13 00:00:00.0,41,PENDING_PAYMENT
67819,2013-11-18 00:00:00.0,41,PROCESSING
46986,2014-05-12 00:00:00.0,42,COMPLETE
60228,2013-10-30 00:00:00.0,42,CLOSED
29377,2014-01-22 00:00:00.0,44,PENDING_PAYMENT
12558,2013-10-10 00:00:00.0,45,PENDING
41071,2014-04-03 00:00:00.0,45,COMPLETE
53062,2014-06-24 00:00:00.0,46,COMPLETE
916,2013-07-30 00:00:00.0,48,PENDING
18605,2013-11-17 00:00:00.0,48,SUSPECTED_FRAUD
32234,2014-02-09 00:00:00.0,48,COMPLETE
41824,2014-04-09 00:00:00.0,49,PENDING_PAYMENT
5794,2013-08-29 00:00:00.0,50,COMPLETE
11814,2013-10-05 00:00:00.0,50,COMPLETE
3638,2013-08-15 00:00:00.0,51,CLOSED
67794,2013-11-08 00:00:00.0,52,PENDING
34546,2014-02-23 00:00:00.0,53,CANCELED
33013,2014-02-14 00:00:00.0,54,COMPLETE
47298,2014-05-13 00:00:00.0,54,PENDING
36060,2014-03-03 00:00:00.0,56,PENDING_PAYMENT
