21,2013-07-25 00:00:00.0,2711
36,2013-07-25 00:00:00.0,5649
39,2013-07-25 00:00:00.0,8214
42,2013-07-25 00:00:00.0,9776
44,2013-07-25 00:00:00.0,10500
49,2013-07-25 00:00:00.0,1871
55,2013-07-25 00:00:00.0,2052
68,2013-07-25 00:00:00.0,4320
85,2013-07-25 00:00:00.0,1485
96,2013-07-25 00:00:00.0,8683
97,2013-07-25 00:00:00.0,10784
121,2013-07-26 00:00:00.0,2074
132,2013-07-26 00:00:00.0,289
158,2013-07-26 00:00:00.0,12345
167,2013-07-26 00:00:00.0,1347
181,2013-07-26 00:00:00.0,7473
188,2013-07-26 00:00:00.0,2889
189,2013-07-26 00:00:00.0,10177
190,2013-07-26 00:00:00.0,11115
206,2013-07-26 00:00:00.0,8994
209,2013-07-26 00:00:00.0,3627
212,2013-07-26 00:00:00.0,3190
216,2013-07-26 00:00:00.0,7282
223,2013-07-26 00:00:00.0,9068
229,2013-07-26 00:00:00.0,618
240,2013-07-26 00:00:00.0,32
251,2013-07-26 00:00:00.0,568
274,2013-07-26 00:00:00.0,3365
277,2013-07-26 00:00:00.0,3732
280,2013-07-26 00:00:00.0,11836
295,2013-07-26 00:00:00.0,1937
297,2013-07-26 00:00:00.0,2281
307,2013-07-26 00:00:00.0,8818
325,2013-07-26 00:00:00.0,4759
327,2013-07-26 00:00:00.0,12107
335,2013-07-26 00:00:00.0,7710
336,2013-07-26 00:00:00.0,5479
339,2013-07-26 00:00:00.0,8326
344,2013-07-26 00:00:00.0,2816
356,2013-07-27 00:00:00.0,2209
358,2013-07-27 00:00:00.0,2979
373,2013-07-27 00:00:00.0,3630
376,2013-07-27 00:00:00.0,1369
386,2013-07-27 00:00:00.0,3568
390,2013-07-27 00:00:00.0,5590
392,2013-07-27 00:00:00.0,3238
400,2013-07-27 00:00:00.0,5626
410,2013-07-27 00:00:00.0,1288
414,2013-07-27 00:00:00.0,11776
421,2013-07-27 00:00:00.0,7839
445,2013-07-27 00:00:00.0,3859
451,2013-07-27 00:00:00.0,10104
455,2013-07-27 00:00:00.0,6575
469,2013-07-27 00:00:00.0,1731
471,2013-07-27 00:00:00.0,10861
506,2013-07-27 00:00:00.0,3509
525,2013-07-28 00:00:00.0,10830
532,2013-07-28 00:00:00.0,6498
543,2013-07-28 00:00:00.0,7351
549,2013-07-28 00:00:00.0,3834
561,2013-07-28 00:00:00.0,6059
562,2013-07-28 00:00:00.0,5017
568,2013-07-28 00:00:00.0,11790
570,2013-07-28 00:00:00.0,4622
571,2013-07-28 00:00:00.0,5006
572,2013-07-28 00:00:00.0,6691
583,2013-07-28 00:00:00.0,4695
593,2013-07-28 00:00:00.0,6667
632,2013-07-28 00:00:00.0,529
635,2013-07-28 00:00:00.0,1427
638,2013-07-28 00:00:00.0,3626
658,2013-07-28 00:00:00.0,12386
678,2013-07-29 00:00:00.0,9667
689,2013-07-29 00:00:00.0,8272
705,2013-07-29 00:00:00.0,9639
707,2013-07-29 00:00:00.0,5889
709,2013-07-29 00:00:00.0,3161
712,2013-07-29 00:00:00.0,4372
715,2013-07-29 00:00:00.0,864
721,2013-07-29 00:00:00.0,2154
723,2013-07-29 00:00:00.0,371
724,2013-07-29 00:00:00.0,797
733,2013-07-29 00:00:00.0,2724
751,2013-07-29 00:00:00.0,1438
762,2013-07-29 00:00:00.0,1748
781,2013-07-29 00:00:00.0,7971
788,2013-07-29 00:00:00.0,5625
792,2013-07-29 00:00:00.0,12218
810,2013-07-29 00:00:00.0,2484
820,2013-07-29 00:00:00.0,768
825,2013-07-29 00:00:00.0,7429
828,2013-07-29 00:00:00.0,2606
838,2013-07-29 00:00:00.0,3469
846,2013-07-29 00:00:00.0,5643
847,2013-07-29 00:00:00.0,12163
850,2013-07-29 00:00:00.0,7382
870,2013-07-29 00:00:00.0,6516
892,2013-07-30 00:00:00.0,9537
895,2013-07-30 00:00:00.0,7575
899,2013-07-30 00:00:00.0,7707
903,2013-07-30 00:00:00.0,2199
913,2013-07-30 00:00:00.0,6408
915,2013-07-30 00:00:00.0,8495
916,2013-07-30 00:00:00.0,48
957,2013-07-30 00:00:00.0,9879
