46,2013-07-25 00:00:00.0,1549
66,2013-07-25 00:00:00.0,1792
89,2013-07-25 00:00:00.0,824
145,2013-07-26 00:00:00.0,494
151,2013-07-26 00:00:00.0,2493
154,2013-07-26 00:00:00.0,9993
156,2013-07-26 00:00:00.0,5200
157,2013-07-26 00:00:00.0,8986
169,2013-07-26 00:00:00.0,2611
173,2013-07-26 00:00:00.0,9027
180,2013-07-26 00:00:00.0,10215
199,2013-07-26 00:00:00.0,4608
228,2013-07-26 00:00:00.0,6070
234,2013-07-26 00:00:00.0,1010
243,2013-07-26 00:00:00.0,32
286,2013-07-26 00:00:00.0,9824
305,2013-07-26 00:00:00.0,5618
321,2013-07-26 00:00:00.0,4282
342,2013-07-26 00:00:00.0,8809
381,2013-07-27 00:00:00.0,5756
398,2013-07-27 00:00:00.0,1365
450,2013-07-27 00:00:00.0,5085
477,2013-07-27 00:00:00.0,8511
482,2013-07-27 00:00:00.0,9156
491,2013-07-27 00:00:00.0,3945
529,2013-07-28 00:00:00.0,844
536,2013-07-28 00:00:00.0,9981
559,2013-07-28 00:00:00.0,1944
560,2013-07-28 00:00:00.0,744
617,2013-07-28 00:00:00.0,6154
622,2013-07-28 00:00:00.0,3892
625,2013-07-28 00:00:00.0,5918
637,2013-07-28 00:00:00.0,2259
661,2013-07-28 00:00:00.0,2991
665,2013-07-28 00:00:00.0,5648
680,2013-07-29 00:00:00.0,4599
685,2013-07-29 00:00:00.0,10745
692,2013-07-29 00:00:00.0,442
693,2013-07-29 00:00:00.0,10081
760,2013-07-29 00:00:00.0,444
777,2013-07-29 00:00:00.0,7761
796,2013-07-29 00:00:00.0,11292
843,2013-07-29 00:00:00.0,8345
866,2013-07-29 00:00:00.0,6788
898,2013-07-30 00:00:00.0,5271
926,2013-07-30 00:00:00.0,8052
944,2013-07-30 00:00:00.0,2917
965,2013-07-30 00:00:00.0,1907
968,2013-07-30 00:00:00.0,7845
984,2013-07-30 00:00:00.0,12350
1072,2013-07-30 00:00:00.0,11480
1124,2013-07-31 00:00:00.0,3703
1127,2013-07-31 00:00:00.0,1069
1159,2013-07-31 00:00:00.0,9619
1167,2013-07-31 00:00:00.0,1204
1187,2013-07-31 00:00:00.0,5813
1194,2013-07-31 00:00:00.0,12161
1214,2013-07-31 00:00:00.0,7892
1216,2013-07-31 00:00:00.0,2846
1220,2013-07-31 00:00:00.0,2944
1233,2013-07-31 00:00:00.0,3184
1258,2013-07-31 00:00:00.0,7958
1266,2013-07-31 00:00:00.0,10850
1268,2013-07-31 00:00:00.0,12018
1270,2013-07-31 00:00:00.0,6909
1284,2013-07-31 00:00:00.0,1750
1358,2013-08-01 00:00:00.0,4041
1395,2013-08-01 00:00:00.0,3147
1397,2013-08-01 00:00:00.0,11571
1403,2013-08-01 00:00:00.0,12379
1429,2013-08-01 00:00:00.0,5109
1455,2013-08-01 00:00:00.0,4875
1463,2013-08-01 00:00:00.0,9735
1508,2013-08-01 00:00:00.0,6622
1518,2013-08-01 00:00:00.0,4739
1529,2013-08-01 00:00:00.0,34
1588,2013-08-02 00:00:00.0,5477
1603,2013-08-02 00:00:00.0,5274
1642,2013-08-02 00:00:00.0,946
1668,2013-08-02 00:00:00.0,11833
1693,2013-08-02 00:00:00.0,3885
1719,2013-08-02 00:00:00.0,940
1748,2013-08-03 00:00:00.0,1932
1750,2013-08-03 00:00:00.0,2912
1767,2013-08-03 00:00:00.0,10205
1770,2013-08-03 00:00:00.0,480
1814,2013-08-03 00:00:00.0,8774
1842,2013-08-03 00:00:00.0,4354
1869,2013-08-03 00:00:00.0,9913
1871,2013-08-03 00:00:00.0,6850
1907,2013-08-04 00:00:00.0,3667
1913,2013-08-04 00:00:00.0,7502
1932,2013-08-04 00:00:00.0,6098
1956,2013-08-04 00:00:00.0,5233
1967,2013-08-04 00:00:00.0,8683
1983,2013-08-04 00:00:00.0,11093
1985,2013-08-04 00:00:00.0,2798
1992,2013-08-04 00:00:00.0,3461
2007,2013-08-04 00:00:00.0,3175
2011,2013-08-04 00:00:00.0,10819
2013,2013-08-04 00:00:00.0,9167
2057,2013-08-05 00:00:00.0,361
2067,2013-08-05 00:00:00.0,1739
2076,2013-08-05 00:00:00.0,4960
2083,2013-08-05 00:00:00.0,2189
2093,2013-08-05 00:00:00.0,4033
2097,2013-08-05 00:00:00.0,9672
2145,2013-08-05 00:00:00.0,1257
2147,2013-08-05 00:00:00.0,4769
2156,2013-08-05 00:00:00.0,2335
2202,2013-08-06 00:00:00.0,6440
2219,2013-08-06 00:00:00.0,7915
2258,2013-08-06 00:00:00.0,5541
2300,2013-08-06 00:00:00.0,146
2308,2013-08-06 00:00:00.0,1423
2309,2013-08-06 00:00:00.0,8098
2322,2013-08-06 00:00:00.0,11551
2331,2013-08-06 00:00:00.0,2846
