20,9198
29,196
48,12186
53,4701
81,674
84,6789
94,11589
106,395
138,10904
164,2962
192,5293
293,4731
316,3870
364,6035
367,8730
375,6561
377,514
399,1473
424,2457
433,792
481,10633
579,4137
669,909
695,12224
719,4768
731,5104
809,7725
845,5715
856,9876
873,2117
875,8330
894,2759
908,8964
922,3160
937,6899
994,4979
1025,9474
1102,1279
1107,3083
1231,987
1239,5397
1285,2543
1507,4062
1570,2345
1585,6747
1623,9419
1625,10752
1651,6705
1695,2126
1713,8904
1780,11189
1781,3254
1811,11065
1824,4909
1928,872
1963,12115
2014,5875
2019,8950
2021,4136
2094,2153
2129,4981
2154,1468
2203,7701
2253,4888
2290,5594
2311,2103
2350,6649
2377,2270
2428,5965
2430,6568
2432,5160
2449,12359
2529,11740
2603,3682
2637,11573
2652,5561
2676,853
2686,12362
2697,7109
2742,4892
2811,4582
2845,6917
2948,7065
2976,6008
3037,9173
3047,5863
3067,6049
3103,10872
3120,6948
3160,4052
3161,8469
3204,10093
3226,7841
3244,4912
3267,2110
3338,866
3378,3155
3434,9454
3457,1627
3459,3687
3510,12296
3603,7080
3623,1418
3698,673
3721,8987
3732,10371
3790,11496
3803,2240
3806,1287
3857,10727
3906,7772
3923,9056
3969,1679
4001,5253
4030,2931
4046,9621
4124,6758
4127,3929
4141,8974
4148,4941
4164,3182
4210,1407
4219,3488
4247,7384
4269,6523
4293,7847
4303,4729
4332,2175
4349,6629
4401,4890
4404,8488
4433,4259
4474,1966
4511,5367
4530,12347
4574,2404
4649,2691
4664,8124
4689,11746
4702,7891
4733,2152
4766,6385
4796,10821
4798,12323
4800,4409
4837,12283
4870,9369
4926,8498
4943,1688
4952,7150
4968,10438
4977,3140
5034,4038
5068,11557
5105,4456
5143,1736
5154,12310
5278,7094
5292,8131
5330,10076
5398,6964
5408,11084
5416,10965
5432,8025
5440,1291
5447,8184
5465,5533
5528,6071
5539,334
5551,4265
5558,3323
5575,7064
5637,2298
5672,11552
5685,11617
5700,1055
5849,9826
5885,12178
5916,3024
6033,2523
6103,6990
6125,2269
6135,383
6139,7777
6140,5244
6200,3359
6216,11918
6349,460
6507,11450
6563,11516
6616,11421
6625,1388
6632,1641
6668,9919
6722,10084
6796,5989
6813,6616
6821,4286
6964,232
6991,7868
6995,4428
7119,420
7140,5836
7156,6010
7230,9619
7249,1323
7259,9354
7272,9378
7290,9867
7307,12321
7383,9845
7404,5890
7407,799
7411,2200
7419,1254
7485,6
7514,9603
7567,5429
7572,9576
7649,1927
7668,10383
7706,9297
7714,139
7827,2669
7837,11769
7927,4169
7969,10738
7971,3022
7987,10082
8012,1512
8028,7428
8097,11747
8120,9898
8217,210
8234,1664
8239,4635
8244,6759
8267,12113
8269,623
8286,72
8310,10901
8352,8068
8365,2931
8404,3678
8425,5276
8469,845
8471,3759
8492,6177
8593,9301
8632,10451
8693,7512
8723,11420
8737,10518
8770,2521
8781,5923
8786,960
8804,3052
8956,6957
8967,5041
8975,8099
8977,10966
8981,4600
9072,9759
9122,1222
9208,4376
9223,9282
9235,11801
9262,3440
9291,4342
9307,10346
9367,110
9411,12215
9541,10019
9568,2206
9607,685
9653,10714
9670,5538
9681,629
9698,1014
9716,9006
9717,5962
9722,10100
9741,5283
9744,11555
9746,12087
9759,3098
9772,5995
9780,7042
9794,6279
9920,11931
9995,4876
10000,8983
10048,8044
10053,1769
10057,6812
10090,6692
10176,6205
10182,5207
10188,10289
10194,4829
10231,9065
10249,9084
10286,7652
10297,10142
10325,11404
10388,8694
10392,1794
10463,7983
10533,8265
10591,7022
10603,6615
10644,8408
10727,4582
10751,10258
10761,3779
10771,5974
10816,3757
10820,3472
10857,6375
10866,10888
10876,5851
10884,5168
10901,1582
10909,8800
10933,5229
11007,8612
11039,9223
11089,1872
11097,10766
11158,9829
11231,9025
11246,8135
11340,11780
11356,1371
11368,2654
11371,5076
11456,7598
11521,4131
11532,8870
11589,6485
11641,6892
11648,10721
11667,3841
11672,12280
11781,10845
11799,879
11820,809
11831,413
11841,1242
11848,1483
11851,9252
11885,188
11915,6428
11948,8470
11990,3031
12009,994
12014,1394
12041,7542
12089,2705
12207,4600
12213,9953
