25001,2013-12-26 00:00:00.0,5112,PENDING
25002,2013-12-26 00:00:00.0,8911,COMPLETE
25003,2013-12-26 00:00:00.0,6045,PENDING
25004,2013-12-26 00:00:00.0,5043,COMPLETE
25005,2013-12-26 00:00:00.0,7594,COMPLETE
25006,2013-12-26 00:00:00.0,4425,SUSPECTED_FRAUD
25007,2013-12-26 00:00:00.0,5603,CLOSED
25008,2013-12-26 00:00:00.0,10672,COMPLETE
25009,2013-12-26 00:00:00.0,11983,PENDING_PAYMENT
25010,2013-12-26 00:00:00.0,1745,PROCESSING
25011,2013-12-26 00:00:00.0,3253,ON_HOLD
25012,2013-12-26 00:00:00.0,7705,COMPLETE
25013,2013-12-26 00:00:00.0,9398,SUSPECTED_FRAUD
25014,2013-12-26 00:00:00.0,369,COMPLETE
25015,2013-12-26 00:00:00.0,4344,COMPLETE
25016,2013-12-26 00:00:00.0,3352,PROCESSING
25017,2013-12-26 00:00:00.0,8715,CLOSED
25018,2013-12-26 00:00:00.0,4207,PENDING_PAYMENT
25019,2013-12-26 00:00:00.0,4045,CLOSED
25020,2013-12-26 00:00:00.0,8764,PENDING
25021,2013-12-26 00:00:00.0,9405,PENDING_PAYMENT
25022,2013-12-26 00:00:00.0,10450,PENDING_PAYMENT
25023,2013-12-26 00:00:00.0,987,CLOSED
25024,2013-12-26 00:00:00.0,2936,PENDING_PAYMENT
25025,2013-12-26 00:00:00.0,7564,CANCELED
25026,2013-12-26 00:00:00.0,4518,ON_HOLD
25027,2013-12-26 00:00:00.0,6819,ON_HOLD
25028,2013-12-26 00:00:00.0,10364,PENDING_PAYMENT
25029,2013-12-26 00:00:00.0,9233,PENDING
25030,2013-12-26 00:00:00.0,3676,COMPLETE
25031,2013-12-26 00:00:00.0,4937,COMPLETE
25032,2013-12-26 00:00:00.0,7354,COMPLETE
25033,2013-12-26 00:00:00.0,7466,PROCESSING
25034,2013-12-26 00:00:00.0,6306,PENDING_PAYMENT
25035,2013-12-26 00:00:00.0,7279,CANCELED
25036,2013-12-26 00:00:00.0,11807,PENDING_PAYMENT
25037,2013-12-26 00:00:00.0,5355,COMPLETE
25038,2013-12-26 00:00:00.0,10525,COMPLETE
25039,2013-12-26 00:00:00.0,3771,CLOSED
25040,2013-12-26 00:00:00.0,9380,PENDING
25041,2013-12-26 00:00:00.0,8476,CANCELED
25042,2013-12-26 00:00:00.0,10291,PENDING_PAYMENT
25043,2013-12-26 00:00:00.0,2571,COMPLETE
25044,2013-12-27 00:00:00.0,12308,PENDING
25045,2013-12-27 00:00:00.0,4411,PENDING_PAYMENT
25046,2013-12-27 00:00:00.0,8013,PENDING
25047,2013-12-27 00:00:00.0,1547,PROCESSING
25048,2013-12-27 00:00:00.0,737,COMPLETE
25049,2013-12-27 00:00:00.0,746,ON_HOLD
25050,2013-12-27 00:00:00.0,10082,COMPLETE
25051,2013-12-27 00:00:00.0,12295,PROCESSING
25052,2013-12-27 00:00:00.0,1045,PENDING
25053,2013-12-27 00:00:00.0,3320,COMPLETE
25054,2013-12-27 00:00:00.0,660,CLOSED
25055,2013-12-27 00:00:00.0,9320,CLOSED
25056,2013-12-27 00:00:00.0,10715,PENDING_PAYMENT
25057,2013-12-27 00:00:00.0,9847,SUSPECTED_FRAUD
