2,2013-07-25 00:00:00.0,256
9,2013-07-25 00:00:00.0,5657
10,2013-07-25 00:00:00.0,5648
13,2013-07-25 00:00:00.0,9149
16,2013-07-25 00:00:00.0,7276
19,2013-07-25 00:00:00.0,9488
23,2013-07-25 00:00:00.0,4367
27,2013-07-25 00:00:00.0,3241
30,2013-07-25 00:00:00.0,10039
33,2013-07-25 00:00:00.0,5793
40,2013-07-25 00:00:00.0,12092
41,2013-07-25 00:00:00.0,8136
43,2013-07-25 00:00:00.0,7776
47,2013-07-25 00:00:00.0,8487
52,2013-07-25 00:00:00.0,5126
54,2013-07-25 00:00:00.0,10628
58,2013-07-25 00:00:00.0,9213
59,2013-07-25 00:00:00.0,11644
60,2013-07-25 00:00:00.0,8365
64,2013-07-25 00:00:00.0,5579
70,2013-07-25 00:00:00.0,11809
73,2013-07-25 00:00:00.0,8504
74,2013-07-25 00:00:00.0,662
75,2013-07-25 00:00:00.0,2505
77,2013-07-25 00:00:00.0,7915
79,2013-07-25 00:00:00.0,7327
82,2013-07-25 00:00:00.0,3566
86,2013-07-25 00:00:00.0,6680
93,2013-07-25 00:00:00.0,2256
99,2013-07-25 00:00:00.0,11542
104,2013-07-25 00:00:00.0,7790
109,2013-07-26 00:00:00.0,9345
113,2013-07-26 00:00:00.0,10216
119,2013-07-26 00:00:00.0,8124
120,2013-07-26 00:00:00.0,356
123,2013-07-26 00:00:00.0,3695
125,2013-07-26 00:00:00.0,4611
127,2013-07-26 00:00:00.0,5261
128,2013-07-26 00:00:00.0,2772
130,2013-07-26 00:00:00.0,7509
134,2013-07-26 00:00:00.0,12081
136,2013-07-26 00:00:00.0,9126
140,2013-07-26 00:00:00.0,4257
142,2013-07-26 00:00:00.0,5760
147,2013-07-26 00:00:00.0,275
155,2013-07-26 00:00:00.0,9044
159,2013-07-26 00:00:00.0,10974
161,2013-07-26 00:00:00.0,4513
162,2013-07-26 00:00:00.0,3304
165,2013-07-26 00:00:00.0,1222
168,2013-07-26 00:00:00.0,11794
176,2013-07-26 00:00:00.0,2897
177,2013-07-26 00:00:00.0,9151
185,2013-07-26 00:00:00.0,10966
194,2013-07-26 00:00:00.0,2550
198,2013-07-26 00:00:00.0,7436
202,2013-07-26 00:00:00.0,8524
203,2013-07-26 00:00:00.0,11791
204,2013-07-26 00:00:00.0,7604
226,2013-07-26 00:00:00.0,9356
230,2013-07-26 00:00:00.0,4921
232,2013-07-26 00:00:00.0,1780
235,2013-07-26 00:00:00.0,4285
237,2013-07-26 00:00:00.0,11438
238,2013-07-26 00:00:00.0,4939
244,2013-07-26 00:00:00.0,6910
265,2013-07-26 00:00:00.0,488
273,2013-07-26 00:00:00.0,10665
275,2013-07-26 00:00:00.0,10942
276,2013-07-26 00:00:00.0,2221
281,2013-07-26 00:00:00.0,827
282,2013-07-26 00:00:00.0,3551
289,2013-07-26 00:00:00.0,1195
292,2013-07-26 00:00:00.0,11971
299,2013-07-26 00:00:00.0,9202
303,2013-07-26 00:00:00.0,1682
308,2013-07-26 00:00:00.0,6829
314,2013-07-26 00:00:00.0,10033
315,2013-07-26 00:00:00.0,4375
318,2013-07-26 00:00:00.0,8829
323,2013-07-26 00:00:00.0,3020
326,2013-07-26 00:00:00.0,1604
331,2013-07-26 00:00:00.0,4797
333,2013-07-26 00:00:00.0,2071
334,2013-07-26 00:00:00.0,3752
340,2013-07-26 00:00:00.0,7995
352,2013-07-27 00:00:00.0,1977
359,2013-07-27 00:00:00.0,6020
365,2013-07-27 00:00:00.0,2400
366,2013-07-27 00:00:00.0,4422
370,2013-07-27 00:00:00.0,4791
371,2013-07-27 00:00:00.0,4428
378,2013-07-27 00:00:00.0,10071
379,2013-07-27 00:00:00.0,8735
380,2013-07-27 00:00:00.0,9505
383,2013-07-27 00:00:00.0,10509
391,2013-07-27 00:00:00.0,5816
394,2013-07-27 00:00:00.0,76
402,2013-07-27 00:00:00.0,9547
417,2013-07-27 00:00:00.0,11491
419,2013-07-27 00:00:00.0,8987
425,2013-07-27 00:00:00.0,10481
430,2013-07-27 00:00:00.0,10779
434,2013-07-27 00:00:00.0,11390
441,2013-07-27 00:00:00.0,5239
446,2013-07-27 00:00:00.0,7620
454,2013-07-27 00:00:00.0,5933
457,2013-07-27 00:00:00.0,4036
460,2013-07-27 00:00:00.0,2521
465,2013-07-27 00:00:00.0,1255
467,2013-07-27 00:00:00.0,1719
470,2013-07-27 00:00:00.0,6410
474,2013-07-27 00:00:00.0,8349
476,2013-07-27 00:00:00.0,6020
484,2013-07-27 00:00:00.0,2409
485,2013-07-27 00:00:00.0,3976
488,2013-07-27 00:00:00.0,10143
489,2013-07-27 00:00:00.0,2030
492,2013-07-27 00:00:00.0,2499
494,2013-07-27 00:00:00.0,8121
498,2013-07-27 00:00:00.0,6828
503,2013-07-27 00:00:00.0,6377
507,2013-07-27 00:00:00.0,4730
510,2013-07-28 00:00:00.0,7533
514,2013-07-28 00:00:00.0,10962
515,2013-07-28 00:00:00.0,5921
531,2013-07-28 00:00:00.0,1950
539,2013-07-28 00:00:00.0,7673
544,2013-07-28 00:00:00.0,281
550,2013-07-28 00:00:00.0,9666
555,2013-07-28 00:00:00.0,976
565,2013-07-28 00:00:00.0,3850
578,2013-07-28 00:00:00.0,2529
584,2013-07-28 00:00:00.0,1263
585,2013-07-28 00:00:00.0,8399
594,2013-07-28 00:00:00.0,1946
596,2013-07-28 00:00:00.0,8352
597,2013-07-28 00:00:00.0,11558
598,2013-07-28 00:00:00.0,11344
604,2013-07-28 00:00:00.0,6930
610,2013-07-28 00:00:00.0,1866
612,2013-07-28 00:00:00.0,11854
618,2013-07-28 00:00:00.0,12037
624,2013-07-28 00:00:00.0,1821
627,2013-07-28 00:00:00.0,7859
631,2013-07-28 00:00:00.0,9381
636,2013-07-28 00:00:00.0,10371
643,2013-07-28 00:00:00.0,64
644,2013-07-28 00:00:00.0,7295
648,2013-07-28 00:00:00.0,4551
650,2013-07-28 00:00:00.0,4170
652,2013-07-28 00:00:00.0,8732
655,2013-07-28 00:00:00.0,1206
657,2013-07-28 00:00:00.0,1393
671,2013-07-28 00:00:00.0,7926
672,2013-07-29 00:00:00.0,1670
673,2013-07-29 00:00:00.0,2157
676,2013-07-29 00:00:00.0,5653
677,2013-07-29 00:00:00.0,5182
681,2013-07-29 00:00:00.0,7524
683,2013-07-29 00:00:00.0,7183
687,2013-07-29 00:00:00.0,11639
688,2013-07-29 00:00:00.0,5097
690,2013-07-29 00:00:00.0,7279
691,2013-07-29 00:00:00.0,517
696,2013-07-29 00:00:00.0,11166
699,2013-07-29 00:00:00.0,7472
701,2013-07-29 00:00:00.0,9742
703,2013-07-29 00:00:00.0,1871
711,2013-07-29 00:00:00.0,4688
725,2013-07-29 00:00:00.0,3837
734,2013-07-29 00:00:00.0,1995
