11318,2013-07-25 00:00:00.0
10519,2013-07-25 00:00:00.0
5903,2013-07-25 00:00:00.0
4349,2013-07-25 00:00:00.0
6932,2013-07-25 00:00:00.0
5243,2013-07-25 00:00:00.0
8027,2013-07-25 00:00:00.0
8177,2013-07-26 00:00:00.0
6762,2013-07-26 00:00:00.0
10984,2013-07-26 00:00:00.0
10102,2013-07-26 00:00:00.0
3925,2013-07-26 00:00:00.0
3935,2013-07-26 00:00:00.0
173,2013-07-26 00:00:00.0
11707,2013-07-26 00:00:00.0
10346,2013-07-26 00:00:00.0
10372,2013-07-26 00:00:00.0
11999,2013-07-26 00:00:00.0
137,2013-07-26 00:00:00.0
10396,2013-07-26 00:00:00.0
10445,2013-07-26 00:00:00.0
6747,2013-07-26 00:00:00.0
10952,2013-07-26 00:00:00.0
3646,2013-07-26 00:00:00.0
12049,2013-07-27 00:00:00.0
8020,2013-07-27 00:00:00.0
189,2013-07-27 00:00:00.0
3934,2013-07-27 00:00:00.0
9664,2013-07-27 00:00:00.0
3487,2013-07-27 00:00:00.0
5351,2013-07-27 00:00:00.0
8098,2013-07-27 00:00:00.0
5358,2013-07-27 00:00:00.0
8709,2013-07-27 00:00:00.0
7305,2013-07-27 00:00:00.0
7657,2013-07-27 00:00:00.0
7242,2013-07-27 00:00:00.0
6288,2013-07-27 00:00:00.0
12300,2013-07-28 00:00:00.0
6896,2013-07-28 00:00:00.0
7220,2013-07-28 00:00:00.0
7307,2013-07-28 00:00:00.0
4562,2013-07-28 00:00:00.0
7191,2013-07-28 00:00:00.0
6348,2013-07-28 00:00:00.0
8005,2013-07-28 00:00:00.0
8977,2013-07-28 00:00:00.0
1157,2013-07-28 00:00:00.0
3449,2013-07-28 00:00:00.0
2238,2013-07-28 00:00:00.0
12319,2013-07-28 00:00:00.0
4469,2013-07-28 00:00:00.0
4756,2013-07-29 00:00:00.0
5407,2013-07-29 00:00:00.0
1049,2013-07-29 00:00:00.0
5965,2013-07-29 00:00:00.0
8467,2013-07-29 00:00:00.0
8536,2013-07-29 00:00:00.0
5647,2013-07-29 00:00:00.0
9753,2013-07-29 00:00:00.0
1198,2013-07-29 00:00:00.0
8123,2013-07-29 00:00:00.0
12146,2013-07-29 00:00:00.0
9026,2013-07-29 00:00:00.0
7683,2013-07-29 00:00:00.0
7219,2013-07-29 00:00:00.0
8709,2013-07-29 00:00:00.0
1670,2013-07-29 00:00:00.0
11113,2013-07-29 00:00:00.0
1714,2013-07-29 00:00:00.0
8384,2013-07-29 00:00:00.0
132,2013-07-29 00:00:00.0
4186,2013-07-29 00:00:00.0
1299,2013-07-29 00:00:00.0
12342,2013-07-29 00:00:00.0
6669,2013-07-29 00:00:00.0
3031,2013-07-30 00:00:00.0
4305,2013-07-30 00:00:00.0
8908,2013-07-30 00:00:00.0
3106,2013-07-30 00:00:00.0
10661,2013-07-30 00:00:00.0
12019,2013-07-30 00:00:00.0
2520,2013-07-30 00:00:00.0
7202,2013-07-30 00:00:00.0
7802,2013-07-30 00:00:00.0
9704,2013-07-30 00:00:00.0
9732,2013-07-30 00:00:00.0
10961,2013-07-30 00:00:00.0
1463,2013-07-30 00:00:00.0
3397,2013-07-30 00:00:00.0
8786,2013-07-30 00:00:00.0
19,2013-07-30 00:00:00.0
10118,2013-07-30 00:00:00.0
4990,2013-07-30 00:00:00.0
9117,2013-07-30 00:00:00.0
5787,2013-07-30 00:00:00.0
11006,2013-07-30 00:00:00.0
7042,2013-07-31 00:00:00.0
2653,2013-07-31 00:00:00.0
6649,2013-07-31 00:00:00.0
8386,2013-07-31 00:00:00.0
4044,2013-07-31 00:00:00.0
3554,2013-07-31 00:00:00.0
965,2013-07-31 00:00:00.0
5885,2013-07-31 00:00:00.0
5645,2013-07-31 00:00:00.0
1330,2013-07-31 00:00:00.0
10952,2013-07-31 00:00:00.0
5003,2013-07-31 00:00:00.0
10480,2013-07-31 00:00:00.0
9098,2013-07-31 00:00:00.0
5633,2013-07-31 00:00:00.0
8929,2013-07-31 00:00:00.0
2972,2013-07-31 00:00:00.0
1147,2013-07-31 00:00:00.0
8069,2013-07-31 00:00:00.0
